Requests,REST_Response_Time,gRPC_Response_Time
731,5353.61,329.7206729874889
741,5500.81,330.40003126480434
751,5650.01,331.07028258820674
761,5801.21,331.7316678930843
771,5954.41,332.38441867816647
781,6109.61,333.0287574919843
791,6266.81,333.66489838838265
801,6426.01,334.29304735341793
811,6587.21,334.91340270577064
821,6750.41,335.5261554726214
831,6915.610000000001,336.1314897427724
841,7082.81,336.72958299864734
851,7252.01,337.32060642866867
861,7423.21,337.9047252213865
871,7596.41,338.48209884262513
881,7771.610000000001,339.05288129680895
891,7948.81,339.6172213735405
901,8128.01,340.1752628804169
911,8309.210000000001,340.72714486299793
921,8492.41,341.27300181276536
931,8677.61,341.8129638638534
941,8864.81,342.34715697926896
951,9054.01,342.8757031272695
961,9245.210000000001,343.3987204485146
971,9438.41,343.9163234145662
981,9633.61,344.42862297826815
991,9830.81,344.93572671649935
1001,10030.01,345.437738965761
1011,10231.210000000001,345.9347609510236
1021,10434.41,346.42689090823325
1031,10639.61,346.91422420084797
1041,10846.81,347.3968534307484
1051,11056.01,347.8748685438475
1061,11267.210000000001,348.34835693069914
1071,11480.41,348.81740352238745
1081,11695.61,349.2820908819604
1091,11912.81,349.74249929165353
1101,12132.01,350.19870683613397
1111,12353.210000000001,350.65078948198146
1121,12576.41,351.098821153608
1131,12801.61,351.542873805806
1141,13028.81,351.9830174931038
1151,13258.01,352.41932043609415
1161,13489.210000000001,352.8518490848945
1171,13722.41,353.2806681798859
1181,13957.61,353.7058408098681
1191,14194.81,354.127428467765
1201,14434.01,354.54549110399915
1211,14675.210000000001,354.9600871776546
1221,14918.41,355.3712737055352
1231,15163.61,355.77910630922264
1241,15410.81,356.18363926023034
1251,15660.01,356.58492552334553
1261,15911.210000000001,356.98301679824596
1271,16164.41,357.37796355947273
1281,16419.61,357.7698150948367
1291,16676.81,358.15861954233213
1301,16936.010000000002,358.54442392562527
1311,17197.21,358.927274188185
1321,17460.41,359.3072152261163
1331,17725.61,359.68429091975554
1341,17992.81,360.0585441640839
1351,18262.010000000002,360.43001689800997
1361,18533.21,360.7987501325733
1371,18806.41,361.16478397811574
1381,19081.61,361.52815767046457
1391,19358.81,361.88890959617214
1401,19638.010000000002,362.2470773168503
1411,19919.21,362.60269759264065
1421,20202.41,362.955806404855
1431,20487.61,363.30643897782255
1441,20774.81,363.6546297999761
1451,21064.010000000002,364.0004126442094
1461,21355.21,364.343820587535
1471,21648.41,364.6848860300719
1481,21943.61,365.0236407133899
1491,22240.81,365.3601157382369
1501,22540.010000000002,365.6943415816731
1511,22841.21,366.02634811363697
1521,23144.41,366.3561646129646
1531,23449.61,366.68381978288414
1541,23756.81,367.0093417660058
1551,24066.010000000002,367.3327581588269
1561,24377.21,367.6540960257716
1571,24690.41,367.97338191278106
1581,25005.61,368.29064186047356
1591,25322.81,368.6059014168893
1601,25642.010000000002,368.9191856498357
1611,25963.21,369.2305191588487
1621,26286.41,369.5399260867838
1631,26611.61,369.84743013105066
1641,26938.81,370.15305455450454
1651,27268.010000000002,370.4568221960064
1661,27599.21,370.7587554806648
1671,27932.41,371.05887642976967
1681,28267.61,371.35720667043074
1691,28604.81,371.653767444929
1701,28944.010000000002,371.94857961979307
1711,29285.21,372.24166369460966
1721,29628.41,372.53303981057695
1731,29973.61,372.82272775881046
1741,30320.81,373.11074698840946
1751,30670.010000000002,373.39711661429254
1761,31021.21,373.6818554248103
1771,31374.41,373.96498188914165
1781,31729.61,374.2465141644831
1791,32086.81,374.5264701030356
1801,32446.010000000002,374.8048672587978
1811,32807.21,375.08172289417064
1821,33170.41,375.3570539863804
1831,33535.61,375.6308772337255
1841,33902.81,375.90320906165385
1851,34272.01,376.17406562867484
1861,34643.21,376.4434628321125
1871,35016.41,376.7114163137045
1881,35391.61,376.9779414650515
1891,35768.81,377.24305343292286
1901,36148.01,377.50676712442146
1911,36529.21,377.76909721201366
1921,36912.41,378.0300581384278
1931,37297.61,378.28966412142574
1941,37684.81,378.54792915845053
1951,38074.01,378.80486703115554
1961,38465.21,379.06049130981734
1971,38858.41,379.314815357636
1981,39253.61,379.5678523349275
1991,39650.81,379.81961520320976
2001,40050.01,380.0701167291867
2011,40451.21,380.3193694886326
2021,40854.41,380.567385870181
2031,41259.61,380.8141780790192
2041,41666.81,381.05975814049225
2051,42076.01,381.304137903619
2061,42487.21,381.54732904452294
2071,42900.41,381.7893430697792
2081,43315.61,382.0301913196817
2091,43732.81,382.2698849714317
2101,44152.01,382.50843504225
2111,44573.21,382.745852392416
2121,44996.41,382.9821477282341
2131,45421.61,383.21733160493085
2141,45848.81,383.45141442948415
2151,46278.01,383.6844064633865
2161,46709.21,383.91631782534427
2171,47142.41,384.14715849391456
2181,47577.61,384.37693831008147
2191,48014.81,384.60566697977333
2201,48454.01,384.8333540763231
2211,48895.21,385.0600090428723
2221,49338.41,385.2856411947214
2231,49783.61,385.51025972162665
2241,50230.81,385.7338736900463
2251,50680.01,385.95649204533663
2261,51131.21,386.1781236138985
2271,51584.41,386.39877710527793
2281,52039.61,386.6184611142194
2291,52496.81,386.8371841226748
2301,52956.01,387.0549545017683
2311,53417.21,387.271780513719
2321,53880.41,387.4876703137218
2331,54345.61,387.70263195178785
2341,54812.81,387.9166733745455
2351,55282.01,388.1298024270035
2361,55753.21,388.3420268542756
2371,56226.41,388.5533543032702
2381,56701.61,388.7637923243431
2391,57178.81,388.97334837291623
2401,57658.01,389.18202981106265
2411,58139.21,389.3898439090585
2421,58622.41,389.5967978469029
2431,59107.61,389.8028987158062
2441,59594.81,390.008153519648
2451,60084.01,390.2125691764056
2461,60575.21,390.4161525195528
2471,61068.41,390.6189102994305
2481,61563.61,390.82084918459003
2491,62060.81,391.021975763109
2501,62560.01,391.22229654388093
2511,63061.21,391.4218179578792
2521,63564.41,391.620546359396
2531,64069.61,391.8184880272562
2541,64576.810000000005,392.0156491660082
2551,65086.01,392.2120359070905
2561,65597.21,392.40765430997624
2571,66110.41,392.60251036329447
2581,66625.61,392.7966099859307
2591,67142.81,392.9899590281055
2601,67662.01,393.18256327243256
2611,68183.21,393.3744284349564
2621,68706.41,393.5655601661703
2631,69231.61,393.75596405201463
2641,69758.81,393.9456456148566
2651,70288.01,394.13461031445127
2661,70819.21,394.32286354888447
2671,71352.41,394.510410655498
2681,71887.61,394.697256911798
2691,72424.81,394.8834075363453
2701,72964.01,395.06886768963074
2711,73505.21,395.25364247493326
2721,74048.41,395.43773693916233
2731,74593.61,395.6211560736852
2741,75140.81,395.8039048151393
2751,75690.01,395.9859880462287
2761,76241.21,396.1674105965077
2771,76794.41,396.34817724314894
2781,77349.61,396.52829271169827
2791,77906.81,396.70776167681606
2801,78466.01,396.8865887630054
2811,79027.21,397.06477854532653
2821,79590.41,397.2423355500998
2831,80155.61,397.41926425559495
2841,80722.81,397.59556909270935
2851,81292.01,397.7712544456336
2861,81863.21,397.9463246525055
2871,82436.41,398.12078400605316
2881,83011.61,398.2946367542264
2891,83588.81,398.4678871008173
2901,84168.01,398.6405392060702
2911,84749.21,398.81259718728114
2921,85332.41,398.984065119387
2931,85917.61,399.15494703554464
2941,86504.81,399.3252469276997
2951,87094.01,399.49496874714697
2961,87685.21,399.66411640507954
2971,88278.41,399.83269377313036
2981,88873.61,400.00070468390356
2991,89470.81,400.1681529314974
3001,90070.01,400.33504227201837
3011,90671.21,400.5013764240867
3021,91274.41,400.6671590693336
3031,91879.61,400.83239385289016
3041,92486.81,400.99708438386824
3051,93096.01,401.1612342358335
3061,93707.21,401.3248469472706
3071,94320.41,401.4879260220411
3081,94935.61,401.65047492983336
3091,95552.81,401.8124971066058
3101,96172.01,401.9739959550225
3111,96793.21,402.1349748448818
3121,97416.41,402.2954371135389
3131,98041.61,402.4553860663203
3141,98668.81,402.61482497693237
3151,99298.01000000001,402.7737570878637
3161,99929.21,402.9321856107809
3171,100562.41,403.09011372691737
3181,101197.61,403.2475445874572
3191,101834.81,403.4044813139122
3201,102474.01000000001,403.56092699849313
3211,103115.21,403.71688470447566
3221,103758.41,403.87235746655995
3231,104403.61,404.0273482912249
3241,105050.81,404.1818601570774
3251,105700.01000000001,404.3358960151952
3261,106351.21,404.4894587894659
3271,107004.41,404.6425513769192
3281,107659.61,404.795176648055
3291,108316.81,404.94733744716694
3301,108976.01000000001,405.0990365926596
3311,109637.21,405.2502768773623
3321,110300.41,405.40106106883735
3331,110965.61,405.551391909684
3341,111632.81,405.7012721178378
3351,112302.01000000001,405.8507043868655
3361,112973.21,405.9996913862553
3371,113646.41,406.148235761703
3381,114321.61,406.2963401353943
3391,114998.81,406.4440071062819
3401,115678.01000000001,406.59123925035976
3411,116359.21,406.7380391209323
3421,117042.41,406.88440924888016
3431,117727.61,407.03035214292254
3441,118414.81,407.175870289874
3451,119104.01000000001,407.3209661549002
3461,119795.21,407.46564218176724
3471,120488.41,407.60990079308937
3481,121183.61,407.75374439057197
3491,121880.81,407.8971753552518
3501,122580.01000000001,408.0401960477333
3511,123281.21,408.1828088084216
3521,123984.41,408.3250159577526
3531,124689.61,408.4668197964193
3541,125396.81,408.6082226055952
3551,126106.01000000001,408.7492266471544
3561,126817.21,408.8898341638889
3571,127530.41,409.03004737972236
3581,128245.61,409.1698684999217
3591,128962.81,409.30929971130416
3601,129682.01000000001,409.4483431824438
3611,130403.21,409.5870010638729
3621,131126.41,409.725275488282
3631,131851.61000000002,409.86316857071677
3641,132578.81,410.0006824087717
3651,133308.01,410.1378190827818
3661,134039.21,410.2745806560118
3671,134772.41,410.4109691748417
3681,135507.61000000002,410.54698666895104
3691,136244.81,410.68263515149994
3701,136984.01,410.81791661930777
3711,137725.21,410.95283305302985
3721,138468.41,411.0873864173311
3731,139213.61000000002,411.22157866105783
3741,139960.81,411.35541171740726
3751,140710.01,411.48888750409435
3761,141461.21,411.6220079235168
3771,142214.41,411.7547748629178
3781,142969.61000000002,411.88719019454663
3791,143726.81,412.0192557758167
3801,144486.01,412.1509734494624
3811,145247.21,412.282345043693
3821,146010.41,412.41337237234495
3831,146775.61000000002,412.5440572350325
3841,147542.81,412.6744014172952
3851,148312.01,412.80440669074545
3861,149083.21,412.9340748132118
3871,149856.41,413.06340752888235
3881,150631.61000000002,413.19240656844534
3891,151408.81,413.3210736492277
3901,152188.01,413.4494104753328
3911,152969.21,413.57741873777564
3921,153752.41,413.7051001146165
3931,154537.61000000002,413.832456271093
3941,155324.81,413.9594888597502
3951,156114.01,414.0861995205695
3961,156905.21,414.2125898810958
3971,157698.41,414.33866155656256
3981,158493.61000000002,414.46441615001584
3991,159290.81,414.5898552524367
4001,160090.01,414.71498044286176
4011,160891.21,414.8397932885026
4021,161694.41,414.9642953448637
4031,162499.61000000002,415.08848815585833
4041,163306.81,415.21237325392366
4051,164116.01,415.3359521601345
4061,164927.21,415.4592263843149
4071,165740.41,415.582197425149
4081,166555.61000000002,415.7048667702902
4091,167372.81,415.8272358964699
4101,168192.01,415.9493062696029
4111,169013.21,416.0710793448939
4121,169836.41,416.1925565669408
4131,170661.61000000002,416.31373936983823
4141,171488.81,416.4346291772784
4151,172318.01,416.55522740265195
4161,173149.21,416.675535449147
4171,173982.41,416.79555470984724
4181,174817.61000000002,416.9152865678282
4191,175654.81,417.03473239625356
4201,176494.01,417.15389355846906
4211,177335.21,417.27277140809633
4221,178178.41,417.3913672891249
4231,179023.61000000002,417.50968253600337
4241,179870.81,417.62771847372954
4251,180720.01,417.7454764179395
4261,181571.21,417.86295767499564
4271,182424.41,417.98016354207334
4281,183279.61000000002,418.0970953072473
4291,184136.81,418.2137542495762
4301,184996.01,418.33014163918676
4311,185857.21,418.44625873735674
4321,186720.41,418.56210679659665
4331,187585.61000000002,418.67768706073133
4341,188452.81,418.7930007649797
4351,189322.01,418.908049136034
4361,190193.21,419.02283339213835
4371,191066.41,419.1373547431657
4381,191941.61000000002,419.2516143906949
4391,192818.81,419.3656135280858
4401,193698.01,419.47935334055455
4411,194579.21,419.592835005247
4421,195462.41,419.70605969131213
4431,196347.61000000002,419.8190285599745
4441,197234.81,419.9317427646051
4451,198124.01,420.0442034507927
4461,199015.21,420.1564117564132
4471,199908.41,420.268368811699
4481,200803.61000000002,420.38007573930713
4491,201700.81,420.4915336543869
4501,202600.01,420.60274366464665
4511,203501.21,420.7137068704198
4521,204404.41,420.8244243647303
4531,205309.61000000002,420.9348972333569
4541,206216.81,421.0451265548976
4551,207126.01,421.1551134008321
4561,208037.21,421.264858835585
4571,208950.41,421.37436391658724
4581,209865.61000000002,421.48362969433714
4591,210782.81,421.5926572124611
4601,211702.01,421.7014475077734
4611,212623.21,421.8100016103353
4621,213546.41,421.9183205435133
4631,214471.61000000002,422.02640532403757
4641,215398.81,422.13425696205877
4651,216328.01,422.24187646120487
4661,217259.21,422.34926481863704
4671,218192.41,422.4564230251054
4681,219127.61000000002,422.5633520650035
4691,220064.81,422.6700529164229
4701,221004.01,422.77652655120653
4711,221945.21,422.88277393500204
4721,222888.41,422.9887960273143
4731,223833.61000000002,423.09459378155736
4741,224780.81,423.20016814510586
4751,225730.01,423.305520059346
4761,226681.21,423.41065045972596
4771,227634.41,423.5155602758053
4781,228589.61000000002,423.6202504313051
4791,229546.81,423.7247218441561
4801,230506.01,423.82897542654695
4811,231467.21,423.93301208497263
4821,232430.41,424.0368327202811
4831,233395.61000000002,424.1404382277203
4841,234362.81,424.2438294969847
4851,235332.01,424.3470074122608
4861,236303.21,424.44997285227277
4871,237276.41,424.5527266903271
4881,238251.61000000002,424.65526979435737
4891,239228.81,424.7576030269679
4901,240208.01,424.85972724547736
4911,241189.21,424.9616433019622
4921,242172.41,425.0633520432989
4931,243157.61000000002,425.16485431120634
4941,244144.81,425.26615094228754
4951,245134.01,425.3672427680711
4961,246125.21,425.4681306150524
4971,247118.41,425.56881530473356
4981,248113.61000000002,425.6692976536642
4991,249110.81,425.7695784734804
5001,250110.01,425.8696585709452
5011,251111.21,425.96953874798623
5021,252114.41,426.06921980173524
5031,253119.61000000002,426.1687025245659
5041,254126.81,426.26798770413154
5051,255136.01,426.3670761234026
5061,256147.21,426.46596856070386
5071,257160.41,426.5646657897509
5081,258175.61000000002,426.66316857968656
5091,259192.81,426.7614776951168
5101,260212.01,426.8595938961463
5111,261233.21,426.9575179384139
5121,262256.41000000003,427.0552505731275
5131,263281.61,427.1527925470982
5141,264308.81,427.25014460277526
5151,265338.01,427.3473074782793
5161,266369.21,427.44428190743633
5171,267402.41000000003,427.5410686198111
5181,268437.61,427.63766834073937
5191,269474.81,427.73408179136146
5201,270514.01,427.83030968865364
5211,271555.21,427.92635274546075
5221,272598.41000000003,428.0222116705276
5231,273643.61,428.1178871685305
5241,274690.81,428.2133799401083
5251,275740.01,428.3086906818929
5261,276791.21,428.40382008654035
5271,277844.41000000003,428.4987688427603
5281,278899.61,428.5935376353466
5291,279956.81,428.6881271452065
5301,281016.01,428.78253804939027
5311,282077.21,428.8767710211199
5321,283140.41000000003,428.97082672981844
5331,284205.61,429.06470584113805
5341,285272.81,429.1584090169885
5351,286342.01,429.25193691556524
5361,287413.21,429.3452901913769
5371,288486.41000000003,429.4384694952729
5381,289561.61,429.531475474471
5391,290638.81,429.6243087725834
5401,291718.01,429.71697002964453
5411,292799.21,429.80945988213676
5421,293882.41000000003,429.9017789630169
5431,294967.61,429.99392790174227
5441,296054.81,430.0859073242963
5451,297144.01,430.17771785321406
5461,298235.21,430.26936010760767
5471,299328.41000000003,430.3608347031913
5481,300423.61,430.45214225230575
5491,301520.81,430.5432833639436
5501,302620.01,430.63425864377285
5511,303721.21,430.72506869416173
5521,304824.41000000003,430.8157141142022
5531,305929.61,430.9061954997339
5541,307036.81,430.99651344336746
5551,308146.01,431.086668534508
5561,309257.21,431.17666135937816
5571,310370.41000000003,431.2664925010408
5581,311485.61,431.35616253942163
5591,312602.81,431.4456720513323
5601,313722.01,431.5350216104916
5611,314843.21,431.62421178754863
5621,315966.41000000003,431.7132431501038
5631,317091.61,431.80211626273086
5641,318218.81,431.89083168699875
5651,319348.01,431.9793899814922
5661,320479.21,432.06779170183296
5671,321612.41000000003,432.1560374007014
5681,322747.61,432.2441276278563
5691,323884.81,432.33206293015616
5701,325024.01,432.41984385157906
5711,326165.21,432.5074709332431
5721,327308.41000000003,432.59494471342646
5731,328453.61,432.6822657275868
5741,329600.81,432.76943450838183
5751,330750.01,432.85645158568775
5761,331901.21,432.94331748661915
5771,333054.41000000003,433.03003273554833
5781,334209.61,433.11659785412377
5791,335366.81,433.20301336128944
5801,336526.01,433.2892797733032
5811,337687.21,433.3753976037553
5821,338850.41000000003,433.4613673635868
5831,340015.61,433.54718956110776
5841,341182.81,433.63286470201547
5851,342352.01,433.7183932894118
5861,343523.21,433.8037758238214
5871,344696.41000000003,433.88901280320925
5881,345871.61,433.9741047229978
5891,347048.81,434.0590520760844
5901,348228.01,434.1438553528584
5911,349409.21,434.22851504121843
5921,350592.41000000003,434.3130316265888
5931,351777.61,434.3974055919364
5941,352964.81,434.48163741778706
5951,354154.01,434.5657275822425
5961,355345.21,434.64967656099634
5971,356538.41000000003,434.73348482734957
5981,357733.61,434.8171528522278
5991,358930.81,434.9006811041963
6001,360130.01,434.9840700494756
6011,361331.21,435.0673201519581
6021,362534.41000000003,435.1504318732224
6031,363739.61,435.23340567254934
6041,364946.81,435.31624200693705
6051,366156.01,435.3989413311161
6061,367367.21,435.48150409756425
6071,368580.41000000003,435.5639307565217
6081,369795.61,435.6462217560055
6091,371012.81,435.7283775418242
6101,372232.01,435.81039855759263
6111,373453.21,435.8922852447457
6121,374676.41000000003,435.9740380425535
6131,375901.61,436.0556573881344
6141,377128.81,436.13714371646995
6151,378358.01,436.2184974604184
6161,379589.21,436.2997190507285
6171,380822.41000000003,436.3808089160533
6181,382057.61,436.46176748296364
6191,383294.81,436.5425951759616
6201,384534.01,436.6232924174939
6211,385775.21,436.70385962796513
6221,387018.41000000003,436.78429722575095
6231,388263.61,436.86460562721106
6241,389510.81,436.94478524670217
6251,390760.01,437.0248364965906
6261,392011.21,437.10475978726555
6271,393264.41000000003,437.184555527151
6281,394519.61,437.26422412271904
6291,395776.81,437.3437659785015
6301,397036.01,437.42318149710275
6311,398297.21,437.50247107921194
6321,399560.41000000003,437.5816351236149
6331,400825.61,437.6606740272063
6341,402092.81,437.7395881850016
6351,403362.01,437.81837799014875
6361,404633.21,437.8970438339402
6371,405906.41000000003,437.9755861058244
6381,407181.61,438.0540051934173
6391,408458.81,438.13230148251404
6401,409738.01,438.2104753571001
6411,411019.21,438.2885271993628
6421,412302.41000000003,438.36645738970236
6431,413587.61,438.4442663067431
6441,414874.81,438.52195432734453
6451,416164.01,438.5995218266121
6461,417455.21,438.67696917790823
6471,418748.41000000003,438.7542967528633
6481,420043.61,438.83150492138583
6491,421340.81,438.90859405167345
6501,422640.01,438.98556451022347
6511,423941.21,439.0624166618431
6521,425244.41000000003,439.1391508696601
6531,426549.61,439.21576749513287
6541,427856.81,439.29226689806063
6551,429166.01,439.36864943659384
6561,430477.21,439.44491546724385
6571,431790.41000000003,439.5210653448934
6581,433105.61,439.5970994228059
6591,434422.81,439.673018052636
6601,435742.01,439.74882158443853
6611,437063.21,439.8245103666789
6621,438386.41000000003,439.90008474624227
6631,439711.61,439.97554506844335
6641,441038.81,440.0508916770357
6651,442368.01,440.12612491422107
6661,443699.21,440.20124512065894
6671,445032.41000000003,440.2762526354757
6681,446367.61,440.3511477962739
6691,447704.81,440.4259309391408
6701,449044.01,440.50060239865854
6711,450385.21,440.57516250791195
6721,451728.41000000003,440.6496115984983
6731,453073.61,440.7239500005357
6741,454420.81,440.7981780426719
6751,455770.01,440.8722960520935
6761,457121.21,440.9463043545339
6771,458474.41000000003,441.02020327428227
6781,459829.61,441.0939931341921
6791,461186.81,441.1676742556896
6801,462546.01,441.2412469587819
6811,463907.21,441.3147115620659
6821,465270.41000000003,441.388068382736
6831,466635.61,441.4613177365925
6841,468002.81,441.5344599380499
6851,469372.01,441.60749530014493
6861,470743.21,441.68042413454447
6871,472116.41000000003,441.7532467515538
6881,473491.61,441.825963460124
6891,474868.81,441.89857456786035
6901,476248.01,441.97108038103005
6911,477629.21,442.0434812045697
6921,479012.41000000003,442.11577734209317
6931,480397.61,442.1879690958992
6941,481784.81,442.2600567669791
6951,483174.01,442.3320406550243
6961,484565.21,442.4039210584333
6971,485958.41000000003,442.47569827431994
6981,487353.61,442.54737259852004
6991,488750.81,442.6189443255993
7001,490150.01,442.6904137488599
7011,491551.21,442.7617811603484
7021,492954.41000000003,442.83304685086244
7031,494359.61,442.904211109958
7041,495766.81,442.97527422595664
7051,497176.01,443.04623648595197
7061,498587.21,443.1170981758173
7071,500000.41000000003,443.187859580212
7081,501415.61,443.25852098258866
7091,502832.81,443.3290826651998
7101,504252.01,443.39954490910463
7111,505673.21,443.4699079941759
7121,507096.41000000003,443.5401721991062
7131,508521.61,443.61033780141514
7141,509948.81,443.6804050774555
7151,511378.01,443.7503743024198
7161,512809.21,443.82024575034694
7171,514242.41000000003,443.89001969412874
7181,515677.61,443.95969640551584
7191,517114.81,444.0292761551247
7201,518554.01,444.09875921244327
7211,519995.21,444.16814584583796
7221,521438.41000000003,444.2374363225591
7231,522883.61,444.30663090874754
7241,524330.81,444.37572986944105
7251,525780.01,444.44473346857956
7261,527231.21,444.5136419690123
7271,528684.41,444.58245563250284
7281,530139.61,444.65117471973554
7291,531596.81,444.7197994903215
7301,533056.01,444.7883302028043
7311,534517.21,444.8567671146658
7321,535980.41,444.9251104823321
7331,537445.61,444.9933605611793
7341,538912.81,445.06151760553905
7351,540382.01,445.12958186870435
7361,541853.21,445.1975536029353
7371,543326.41,445.2654330594644
7381,544801.61,445.3332204885026
7391,546278.81,445.4009161392444
7401,547758.01,445.4685202598733
7411,549239.21,445.53603309756795
7421,550722.41,445.6034548985067
7431,552207.61,445.67078590787344
7441,553694.81,445.73802636986306
7451,555184.01,445.80517652768634
7461,556675.21,445.8722366235757
7471,558168.41,445.93920689879
7481,559663.61,446.00608759362024
7491,561160.81,446.0728789473941
7501,562660.01,446.1395811984818
7511,564161.21,446.2061945843006
7521,565664.41,446.2727193413201
7531,567169.61,446.3391557050675
7541,568676.81,446.4055039101323
7551,570186.01,446.47176419017126
7561,571697.21,446.53793677791344
7571,573210.41,446.60402190516527
7581,574725.61,446.67001980281515
7591,576242.81,446.7359307008384
7601,577762.01,446.801754828302
7611,579283.21,446.8674924133696
7621,580806.41,446.9331436833059
7631,582331.61,446.99870886448167
7641,583858.81,447.06418818237836
7651,585388.01,447.12958186159256
7661,586919.21,447.194890125841
7671,588452.41,447.26011319796476
7681,589987.61,447.3252512999341
7691,591524.81,447.3903046528527
7701,593064.01,447.4552734769625
7711,594605.21,447.52015799164803
7721,596148.41,447.5849584154408
7731,597693.61,447.6496749660237
7741,599240.81,447.71430786023564
7751,600790.01,447.77885731407554
7761,602341.21,447.8433235427069
7771,603894.41,447.9077067604621
7781,605449.61,447.9720071808465
7791,607006.81,448.0362250165429
7801,608566.01,448.10036047941566
7811,610127.21,448.1644137805149
7821,611690.41,448.22838513008054
7831,613255.61,448.29227473754685
7841,614822.81,448.35608281154606
7851,616392.01,448.4198095599128
7861,617963.21,448.4834551896878
7871,619536.41,448.5470199071225
7881,621111.61,448.6105039176825
7891,622688.81,448.67390742605176
7901,624268.01,448.73723063613664
7911,625849.21,448.8004737510698
7921,627432.41,448.86363697321394
7931,629017.61,448.926720504166
7941,630604.81,448.9897245447605
7951,632194.01,449.05264929507416
7961,633785.21,449.1154949544289
7971,635378.41,449.17826172139615
7981,636973.61,449.2409497938004
7991,638570.81,449.3035593687231
8001,640170.01,449.36609064250615
8011,641771.21,449.4285438107558
8021,643374.41,449.49091906834616
8031,644979.61,449.5532166094231
8041,646586.81,449.6154366274074
8051,648196.01,449.67757931499904
8061,649807.21,449.73964486418004
8071,651420.41,449.80163346621856
8081,653035.61,449.8635453116724
8091,654652.81,449.925380590392
8101,656272.01,449.9871394915245
8111,657893.21,450.0488222035172
8121,659516.41,450.1104289141205
8131,661141.61,450.1719598103919
8141,662768.81,450.23341507869884
8151,664398.01,450.29479490472283
8161,666029.21,450.3560994734621
8171,667662.41,450.4173289692353
8181,669297.61,450.47848357568483
8191,670934.81,450.5395634757801
8201,672574.01,450.6005688518205
8211,674215.21,450.66149988543947
8221,675858.41,450.7223567576067
8231,677503.61,450.78313964863213
8241,679150.81,450.84384873816913
8251,680800.01,450.90448420521716
8261,682451.21,450.96504622812523
8271,684104.41,451.0255349845953
8281,685759.61,451.085950651685
8291,687416.81,451.14629340581087
8301,689076.01,451.20656342275174
8311,690737.21,451.26676087765134
8321,692400.41,451.3268859450215
8331,694065.61,451.3869387987454
8341,695732.81,451.4469196120806
8351,697402.01,451.50682855766144
8361,699073.21,451.5666658075029
8371,700746.41,451.62643153300286
8381,702421.61,451.68612590494524
8391,704098.81,451.74574909350343
8401,705778.01,451.8053012682423
8411,707459.21,451.8647825981218
8421,709142.41,451.9241932514996
8431,710827.61,451.98353339613374
8441,712514.81,452.042803199186
8451,714204.01,452.10200282722406
8461,715895.21,452.161132446225
8471,717588.41,452.2201922215776
8481,719283.61,452.27918231808496
8491,720980.81,452.33810289996813
8501,722680.01,452.39695413086787
8511,724381.21,452.4557361738481
8521,726084.41,452.51444919139783
8531,727789.61,452.5730933454347
8541,729496.81,452.6316687973074
8551,731206.01,452.6901757077978
8561,732917.21,452.74861423712423
8571,734630.41,452.80698454494416
8581,736345.61,452.8652867903561
8591,738062.81,452.9235211319028
8601,739782.01,452.98168772757396
8611,741503.21,453.0397867348082
